Name,Size,Bet,Market,Time,Price,Entry,Avg,Market Trades,Market Volume,Volume Conc.,Market PnL,Total Trades,Unique Markets,Trade Conc.,Open Positions,O.P. Value,Tot.PnL,Tot.Vol,Wallet Age,WC/TX Delta,WC/TX %,Active Market,Active Hold,Tx Hash,Polymarket,Profile,Market Link,Outcome
spiderless,1600,1,Will Trump acquire Greenland before 2027?,70560,0.18,0.18,0.18,1,1600,0.18,-46,1,1,1,1,1600,-46,9100,72000,0,0.98,1,0,,,,https://polymarket.com/market/will-trump-acquire-greenland-before-2027,
0x44243A44b19c5...,1900,1,Will the US acquire part of Greenland in 2026?,70560,0.26,0.26,0.26,1,1900,0.0324,-316,8,5,0.125,3,1800,-6400,58600,200160,128160,0.3525,1,0,,,,https://polymarket.com/market/will-the-us-acquire-any-part-of-greenland-in-2026,
LongShortNeutra...,11000,1,Will the Iranian regime fall by June 30?,70560,0.32,0.32,0.32,1,11000,0.0725,1100,21,17,0.048,4,33800,420,151400,684000,612000,0.1032,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-june-30,
LongShortNeutra...,3500,1,US strike on Mexico by December 31?,72000,0.39,0.39,0.39,1,3500,0.0228,-116,21,17,0.048,4,33800,420,151400,684000,612000,0.1053,1,0,,,,https://polymarket.com/market/us-strike-on-mexico-by-december-31,
bonecollector,2700,1,Russia x Ukraine ceasefire by March 31 2026?,72000,0.15,0.15,0.15,1,2700,0.0086,-127,14,2,0.071,1,2500,-1300,311600,,0,0,1,0,,,,https://polymarket.com/market/russia-x-ukraine-ceasefire-by-march-31-2026,
Echidnus,1100,1,Will Trump acquire Greenland before 2027?,72000,0.18,0.18,0.18,1,1100,0.036,-30,5,4,0.2,3,1100,-1000,30500,594720,522720,0.1211,1,0,,,,https://polymarket.com/market/will-trump-acquire-greenland-before-2027,
octagonpizzalov...,4000,1,Will China invade Taiwan by end of 2026?,72000,0.13,0.13,0.13,3,4100,0.13,-157,3,1,1,1,3900,-157,31400,,0,0,1,0,,,,https://polymarket.com/market/will-china-invade-taiwan-before-2027,
0x873485a7cCc73...,1100,1,Khamenei out as Supreme Leader of Iran by March 31?,72000,0.37,0.37,0.37,2,2200,0.192,-51,3,2,0.667,1,1100,-24,11500,72000,0,1,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
LongShortNeutra...,18100,1,Will the US acquire part of Greenland in 2026?,72000,0.22,0.22,0.22,1,18100,0.1195,-308,21,17,0.048,4,33800,420,151400,684000,612000,0.1053,1,0,,,,https://polymarket.com/market/will-the-us-acquire-any-part-of-greenland-in-2026,
abian123,2000,1,Will the Iranian regime fall before 2027?,72000,0.4,0.4,0.4,1,2000,0.1726,51,12,6,0.083,4,3100,103,11700,80640,8640,0.8929,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-the-end-of-2026,
evercleared,2000,1,Will the US acquire part of Greenland in 2026?,72000,0.21,0.21,0.21,1,2000,0.1566,47,7,6,0.143,4,2500,-3,12500,77760,4320,0.9259,1,0,,,,https://polymarket.com/market/will-the-us-acquire-any-part-of-greenland-in-2026,
bluemangroup,2000,1,Will Gavin Newsom win the 2028 Democratic presidential no...,72000,0.35,0.35,0.35,1,2000,0.1091,-29,3,3,0.333,3,4600,-35,18300,72000,0,1,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,
Hedger87,1500,1,Will Luiz Inácio Lula da Silva win the 2026 Brazilian pre...,72000,0.53,0.48,0.5,5,3600,0.5048,109,5,1,1,1,3700,109,7200,,0,0,1,0,,,,https://polymarket.com/market/will-luiz-incio-lula-da-silva-win-the-2026-brazilian-presidential-election,
able3,1700,0,Infinex FDV above 300M one day after launch?,72000,0.68,0.68,0.68,2,3300,0.1398,-107,10,3,0.2,0,0,-2900,23400,72000,0,1,0,0,,,,https://polymarket.com/market/infinex-fdv-above-300m-one-day-after-launch,
0x145A5b44A8316...,1900,1,Will Delcy Rodríguez be the leader of Venezuela end of 20...,72000,0.52,0.52,0.52,2,3600,0.2143,-71,23,5,0.087,1,0,318,17000,90720,17280,0.7937,1,0,,,,https://polymarket.com/market/will-delcy-rodrguez-be-the-leader-of-venezuela-end-of-2026,
exo3end,3800,1,Will the Iranian regime fall before 2027?,72000,0.41,0.41,0.41,1,3800,0.4069,-205,1,1,1,1,3600,-205,9300,76320,2880,0.9434,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-the-end-of-2026,
0x894f4006De342...,1200,1,Khamenei out as Supreme Leader of Iran by March 31?,72000,0.34,0.34,0.34,1,1200,0.34,-53,1,1,1,1,1200,-53,3500,72000,0,1,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
dog345,1100,1,Will Khamenei leave Iran by March 31?,72000,0.24,0.24,0.24,1,1100,0.102,22,3,2,0.333,2,1100,18,10500,72000,0,1,0,0,,,,https://polymarket.com/market/will-khamenei-leave-iran-by-march-31-224,
lolilolkikoo,9300,1,Will there be no change in Fed interest rates after the M...,72000,0.69,0.69,0.69,1,9300,0.1925,-212,7,4,0.143,2,9100,2000,48500,,0,0,1,0,,,,https://polymarket.com/market/will-there-be-no-change-in-fed-interest-rates-after-the-march-2026-meeting,
0x61a2e43ae1eb2...,2900,1,Nothing Ever Happens: Khamenei,72000,0.64,0.64,0.64,1,2900,0.6391,-41,1,1,1,1,2900,-41,4500,,0,0,1,0,,,,https://polymarket.com/market/nothing-ever-happens-khamenei,
Azoom13,5700,0,Russia x Ukraine ceasefire by March 31 2026?,72000,0.86,0.84,0.85,3,13400,0.3759,13,14,6,0.214,2,10200,870,35700,,0,0,1,0,,,,https://polymarket.com/market/russia-x-ukraine-ceasefire-by-march-31-2026,
susie01,1200,0,Will Trump nominate Kevin Warsh as the next Fed chair?,72000,0.6,0.6,0.6,1,1200,0.4216,-29,4,3,0.25,2,1300,0,2800,,0,0,1,0,,,,https://polymarket.com/market/will-trump-nominate-kevin-warsh-as-the-next-fed-chair,
dinek1,1100,1,Will Khamenei leave Iran by March 31?,72000,0.29,0.29,0.29,1,1100,0.1252,-152,5,2,0.2,1,940,27,8700,73440,0,0.9804,0,0,,,,https://polymarket.com/market/will-khamenei-leave-iran-by-march-31,
Levoin,5000,1,US strikes Iran by March 31 2026?,72000,0.55,0.55,0.55,1,5000,0.1857,-1100,4,4,0.25,3,9100,-1300,26900,656640,583200,0.1096,1,0,,,,https://polymarket.com/market/us-strikes-iran-by-march-31-2026-393-221,
Lpuss,2000,1,Will the Iranian regime fall by June 30?,72000,0.33,0.24,0.27,3,5500,0.0872,892,14,9,0.214,9,20700,3800,63100,77760,5760,0.9259,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-june-30,
Alban,1000,0,Will the Iranian regime fall before 2027?,72000,0.62,0.61,0.61,3,1100,0.2622,-16,7,3,0.429,1,1000,314,4000,691200,617760,0.1042,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-the-end-of-2026,
IkanBilis,4100,0,Masoud Pezeshkian out by June 30?,72000,0.74,0.74,0.74,2,6200,0.1284,-2000,10,5,0.2,0,0,10600,48400,118080,46080,0.6098,1,0,,,,https://polymarket.com/market/masoud-pezeshkian-out-by-june-30,
ChiefOfRisk,2900,0,Over 200B wagered on US sports betting in 2026?,72000,0.86,0.86,0.86,2,3900,0.0805,-1800,10,5,0.2,0,0,-10700,48500,118080,46080,0.6098,0,0,,,,https://polymarket.com/market/over-200b-wagered-on-us-sports-betting-in-2026,
wul8jVR3RG,1200,0,Will Luiz Inácio Lula da Silva win the 2026 Brazilian pre...,72000,0.49,0.49,0.49,1,1200,0.0837,0,7,4,0.143,1,1200,-15,13900,123840,51840,0.5814,1,0,,,,https://polymarket.com/market/will-luiz-incio-lula-da-silva-win-the-2026-brazilian-presidential-election,
46vYsNNK3A,2600,0,Will Luiz Inácio Lula da Silva win the 2026 Brazilian pre...,72000,0.49,0.49,0.49,1,2600,0.1465,0,11,5,0.091,1,2600,1400,17600,123840,51840,0.5814,1,0,,,,https://polymarket.com/market/will-luiz-incio-lula-da-silva-win-the-2026-brazilian-presidential-election,
XsHNjZowU0,1200,1,Will Luiz Inácio Lula da Silva win the 2026 Brazilian pre...,72000,0.51,0.51,0.51,1,1200,0.1216,0,6,4,0.167,1,1200,222,10100,,0,0,1,0,,,,https://polymarket.com/market/will-luiz-incio-lula-da-silva-win-the-2026-brazilian-presidential-election,
e.boyd,1100,0,Russia x Ukraine ceasefire by March 31 2026?,72000,0.86,0.87,0.86,2,2000,0.6155,-23,3,2,0.667,1,2000,-10,3300,95040,23040,0.7576,1,0,,,,https://polymarket.com/market/russia-x-ukraine-ceasefire-by-march-31-2026,
ViktorMikhailov...,2000,1,Putin out as President of Russia by end of 2026?,72000,0.1,0.1,0.1,1,2000,0.0284,-100,3,3,0.333,3,1900,-4900,70200,162720,90720,0.4425,1,0,,,,https://polymarket.com/market/putin-out-before-2027,
pp8SyNspw5,1200,0,Will Luiz Inácio Lula da Silva win the 2026 Brazilian pre...,72000,0.49,0.49,0.49,1,1200,0.1378,0,6,4,0.167,1,1200,183,8400,123840,51840,0.5814,1,0,,,,https://polymarket.com/market/will-luiz-incio-lula-da-silva-win-the-2026-brazilian-presidential-election,
ina40QZhlh,1300,0,Will Luiz Inácio Lula da Silva win the 2026 Brazilian pre...,72000,0.49,0.52,0.51,4,4000,0.2951,99,8,3,0.5,1,1300,202,13600,123840,51840,0.5814,1,0,,,,https://polymarket.com/market/will-luiz-incio-lula-da-silva-win-the-2026-brazilian-presidential-election,
VHklUReidg,2800,0,Will Luiz Inácio Lula da Silva win the 2026 Brazilian pre...,72000,0.49,0.49,0.49,1,2800,0.1874,0,8,4,0.125,1,2800,1900,15100,,0,0,1,0,,,,https://polymarket.com/market/will-luiz-incio-lula-da-silva-win-the-2026-brazilian-presidential-election,
manymoneyhome,21500,0,Will Trump acquire Greenland before 2027?,72000,0.86,0.86,0.86,2,30100,0.2229,-525,15,6,0.133,5,71100,659,135000,96480,23040,0.7463,1,0,,,,https://polymarket.com/market/will-trump-acquire-greenland-before-2027,
qtiand,2800,0,Will Tempo launch a token by March 31 2026?,72000,0.75,0.75,0.75,1,2800,0.5752,-4,13,8,0.077,1,2800,-50,4800,632160,560160,0.1139,1,0,,,,https://polymarket.com/market/will-tempo-launch-a-token-by-march-31-2026,
takle,2700,0,Will Tempo launch a token by March 31 2026?,72000,0.75,0.75,0.75,1,2700,0.6927,-4,8,6,0.125,2,2700,-40,3900,656640,584640,0.1096,1,0,,,,https://polymarket.com/market/will-tempo-launch-a-token-by-march-31-2026,
manymoneyhome,8600,0,Will Trump acquire Greenland before 2027?,72000,0.86,0.86,0.86,2,30100,0.2229,-525,15,6,0.133,5,71100,659,135000,96480,23040,0.7463,1,0,,,,https://polymarket.com/market/will-trump-acquire-greenland-before-2027,
lightmoney,1400,1,Khamenei out as Supreme Leader of Iran by March 31?,72000,0.34,0.34,0.34,3,1700,0.0254,74,5,2,0.6,2,1800,-48,66100,83520,10080,0.8621,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
0x0b30d7a048a27...,1100,1,Khamenei out as Supreme Leader of Iran by March 31?,72000,0.34,0.34,0.34,1,1100,0.072,47,4,4,0.25,4,3600,912,14900,82080,8640,0.8772,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
mhowang,2800,1,Metamask FDV above 700M one day after launch?,72000,0.8,0.8,0.8,1,2800,0.7356,7,10,7,0.1,2,2800,-53,3800,660960,587520,0.1089,1,0,,,,https://polymarket.com/market/metamask-fdv-above-700m-one-day-after-launch,
fuxgazh,2600,1,Metamask FDV above 700M one day after launch?,72000,0.8,0.8,0.8,1,2600,0.7148,7,12,8,0.083,1,2600,-48,3700,659520,587520,0.1092,1,0,,,,https://polymarket.com/market/metamask-fdv-above-700m-one-day-after-launch,
xibaly,2700,1,Metamask FDV above 700M one day after launch?,72000,0.8,0.8,0.8,1,2700,0.6403,7,10,7,0.1,2,2700,-33,4200,660960,587520,0.1089,1,0,,,,https://polymarket.com/market/metamask-fdv-above-700m-one-day-after-launch,
maifen,2400,1,Metamask FDV above 700M one day after launch?,72000,0.8,0.8,0.8,1,2400,0.711,6,8,6,0.125,2,2400,-65,3400,660960,587520,0.1089,1,0,,,,https://polymarket.com/market/metamask-fdv-above-700m-one-day-after-launch,
zeropnl,1000,0,Trove FDV above 20M one day after launch?,72000,0.48,0.47,0.43,24,4000,0.4461,-145,24,1,1,1,3900,-145,9000,74880,1440,0.9615,1,0,,,,https://polymarket.com/market/trove-fdv-above-20m-one-day-after-launch,
Buhthug,1100,1,Will Khamenei leave Iran by Jan 31?,72000,0.24,0.21,0.23,4,2900,0.0934,-734,22,7,0.182,4,1900,-868,30800,676800,603360,0.1064,0,0,,,,https://polymarket.com/market/will-khamenei-leave-iran-by-jan-31,
orch,3300,1,Will Khamenei leave Iran by Jan 31?,72000,0.22,0.22,0.24,2,3600,0.0847,-1100,11,8,0.182,5,4900,-2700,42600,367200,295200,0.1961,0,0,,,,https://polymarket.com/market/will-khamenei-leave-iran-by-jan-31,
Rogue1138,5000,1,Khamenei out as Supreme Leader of Iran by March 31?,72000,0.34,0.34,0.34,1,5000,0.0217,-368,17,8,0.059,4,9700,-12700,230600,859680,787680,0.0838,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
0x6a0e0131F72DE...,1400,1,Will China invade Taiwan by end of 2026?,72000,0.13,0.13,0.13,2,1500,0.0819,-57,6,4,0.333,3,1800,-283,18000,79200,7200,0.9091,1,0,,,,https://polymarket.com/market/will-china-invade-taiwan-before-2027,
lw96,3000,0,OKX IPO in 2026?,72000,0.6,0.58,0.59,9,10500,0.5985,1900,9,1,1,2,12300,1900,17500,74880,1440,0.9615,1,0,,,,https://polymarket.com/market/okx-ipo-in-2026,
lw96,6000,0,OKX IPO in 2026?,72000,0.6,0.58,0.59,9,10500,0.5985,1900,9,1,1,2,12300,1900,17500,74880,1440,0.9615,1,0,,,,https://polymarket.com/market/okx-ipo-in-2026,
lw96,1000,0,OKX IPO in 2026?,72000,0.59,0.58,0.59,9,10500,0.5985,1900,9,1,1,2,12300,1900,17500,74880,1440,0.9615,1,0,,,,https://polymarket.com/market/okx-ipo-in-2026,
fR1jbZEL3V,1100,0,Trump out as President before 2027?,72000,0.87,0.85,0.86,3,3300,0.2916,69,7,3,0.429,1,1100,84,11300,,0,0,1,0,,,,https://polymarket.com/market/trump-out-as-president-before-2027,
fuSHtRgI5I,1300,0,Trump out as President before 2027?,72000,0.87,0.87,0.87,1,1300,0.0993,7,10,4,0.1,1,1300,199,12900,123840,50400,0.5814,1,0,,,,https://polymarket.com/market/trump-out-as-president-before-2027,
u2Ut2Lc0xK,1500,0,Trump out as President before 2027?,72000,0.87,0.87,0.87,1,1500,0.2029,9,7,3,0.143,1,1500,274,7400,123840,50400,0.5814,1,0,,,,https://polymarket.com/market/trump-out-as-president-before-2027,
Kk0PLuEivM,1800,0,Trump out as President before 2027?,72000,0.87,0.87,0.87,2,2600,0.2523,15,9,3,0.222,1,2600,1300,10100,123840,50400,0.5814,1,0,,,,https://polymarket.com/market/trump-out-as-president-before-2027,
elphaea,2000,1,Will Backpack launch a token by March 31?,72000,0.7,0.7,0.7,1,2000,0.7,0,1,1,1,1,2000,0,2900,72000,0,1,1,0,,,,https://polymarket.com/market/will-backpack-launch-a-token-by-march-31,
Chelseasam,1000,0,Will Khamenei leave Iran by Jan 31?,72000,0.84,0.78,0.81,2,1800,0.2089,-40,14,10,0.143,3,1800,1400,8700,584640,511200,0.1232,0,0,,,,https://polymarket.com/market/will-khamenei-leave-iran-by-jan-31,
hupai,2700,0,Will Silver (SI) hit (HIGH) 90 by end of January?,72000,0.82,0.82,0.82,1,2700,0.2472,0,12,8,0.083,2,2700,122,11000,662400,588960,0.1087,0,0,,,,https://polymarket.com/market/si-hit-90-high-jan-2026,
shengcai,2800,0,Will Silver (SI) hit (HIGH) 90 by end of January?,72000,0.82,0.82,0.82,1,2800,0.2549,0,12,8,0.083,2,2900,-92,11100,,0,0,0,0,,,,https://polymarket.com/market/si-hit-90-high-jan-2026,
guamian,2700,0,Will Silver (SI) hit (HIGH) 90 by end of January?,72000,0.82,0.82,0.82,1,2700,0.2501,0,12,8,0.083,2,2700,78,10600,662400,588960,0.1087,0,0,,,,https://polymarket.com/market/si-hit-90-high-jan-2026,
baixia,3000,0,Will Silver (SI) hit (HIGH) 90 by end of January?,72000,0.82,0.82,0.82,1,3000,0.2513,0,10,7,0.1,2,3000,157,11800,639360,565920,0.1126,0,0,,,,https://polymarket.com/market/si-hit-90-high-jan-2026,
Thumos,5000,1,Will Trump nominate Kevin Warsh as the next Fed chair?,72000,0.4,0.4,0.4,1,5000,0.0371,-27,15,9,0.067,5,8600,-6100,134900,146880,73440,0.4902,1,0,,,,https://polymarket.com/market/will-trump-nominate-kevin-warsh-as-the-next-fed-chair,
nenaly,2600,1,Metamask FDV above 700M one day after launch?,73440,0.79,0.79,0.79,1,2600,0.2532,2,10,7,0.1,2,2600,-54,10100,,0,0,1,0,,,,https://polymarket.com/market/metamask-fdv-above-700m-one-day-after-launch,
huawei1,2400,1,Metamask FDV above 700M one day after launch?,73440,0.79,0.79,0.79,2,4900,0.374,-6,14,8,0.143,0,0,30,13000,660960,587520,0.1111,1,0,,,,https://polymarket.com/market/metamask-fdv-above-700m-one-day-after-launch,
hierx,2200,1,Metamask FDV above 700M one day after launch?,73440,0.79,0.79,0.79,1,2200,0.0936,-1,23,7,0.043,1,2200,23,23100,640800,567360,0.1146,1,0,,,,https://polymarket.com/market/metamask-fdv-above-700m-one-day-after-launch,
duolam,2800,1,Metamask FDV above 700M one day after launch?,73440,0.79,0.79,0.79,1,2800,0.2586,-2,14,8,0.071,2,2800,238,10900,662400,588960,0.1109,1,0,,,,https://polymarket.com/market/metamask-fdv-above-700m-one-day-after-launch,
earshot.zenith,4600,0,OpenAI IPO before 2027?,73440,0.74,0.74,0.76,3,4600,0.0909,152,22,6,0.136,2,11200,436,51000,574560,501120,0.1278,1,0,,,,https://polymarket.com/market/openai-ipo-before-2027,
QCeivn6V2b,1000,0,Will the Iranian regime fall before 2027?,73440,0.62,0.62,0.62,1,1000,0.0841,-41,7,4,0.143,1,971,-138,12000,,0,0,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-the-end-of-2026,
gyjYDtFOEQ,1200,0,Will the Iranian regime fall before 2027?,73440,0.62,0.62,0.62,1,1200,0.1074,-48,10,4,0.1,1,1100,55,11000,123840,50400,0.593,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-the-end-of-2026,
1g97LUA29X,2000,0,Will the Iranian regime fall before 2027?,73440,0.62,0.62,0.62,1,2000,0.1891,-79,7,3,0.143,1,1900,502,10400,123840,50400,0.593,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-the-end-of-2026,
sdyQRU8RIo,1300,1,Will the Republican Party control the Senate after the 20...,73440,0.66,0.66,0.66,2,1800,0.2394,-13,6,3,0.333,1,1800,537,7400,123840,50400,0.593,1,0,,,,https://polymarket.com/market/will-the-republican-party-control-the-senate-after-the-2026-midterm-elections,
xVAISDihiI,1600,1,Will the Republican Party control the Senate after the 20...,73440,0.66,0.66,0.66,3,2100,0.1444,-16,11,3,0.273,1,2100,797,14400,123840,50400,0.593,1,0,,,,https://polymarket.com/market/will-the-republican-party-control-the-senate-after-the-2026-midterm-elections,
earshot.zenith,7000,0,Will OpenAI IPO by December 31 2026?,73440,0.82,0.82,0.82,1,7000,0.1372,-587,22,6,0.045,2,11200,436,51000,574560,501120,0.1278,0,0,,,,https://polymarket.com/market/will-openai-ipo-by-december-31-2026,
IzE0Sams1J,1100,0,Will the Republican Party control the Senate after the 20...,73440,0.35,0.35,0.35,2,1200,0.1091,-17,8,3,0.25,1,1000,685,11000,123840,50400,0.593,1,0,,,,https://polymarket.com/market/will-the-republican-party-control-the-senate-after-the-2026-midterm-elections,
0x7cbC90d1A5b76...,1200,0,Nothing Ever Happens: Khamenei,73440,0.39,0.39,0.39,1,1200,0.0566,-88,5,2,0.2,2,4700,-241,21600,73440,0,1,1,0,,,,https://polymarket.com/market/nothing-ever-happens-khamenei,
blackbach,5000,1,Khamenei out as Supreme Leader of Iran by March 31?,73440,0.36,0.36,0.36,1,5000,0.0583,-208,23,8,0.043,3,7600,-526,85800,826560,753120,0.0889,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
0xd2571Fb2Ef24d...,1000,1,Khamenei out as Supreme Leader of Iran by March 31?,73440,0.36,0.33,0.34,2,1500,0.3471,-9,2,1,1,1,1500,-9,4300,74880,1440,0.9808,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
0x9687F0A7104Ea...,1500,1,Khamenei out as Supreme Leader of Iran by March 31?,73440,0.35,0.35,0.35,1,1500,0.1292,-21,3,2,0.333,2,3000,-21,11600,73440,0,1,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
0xD4C60Cc257Ec5...,1000,1,Will Luiz Inácio Lula da Silva win the 2026 Brazilian pre...,73440,0.52,0.52,0.52,1,1000,0.52,-19,1,1,1,1,991,-19,1900,73440,0,1,1,0,,,,https://polymarket.com/market/will-luiz-incio-lula-da-silva-win-the-2026-brazilian-presidential-election,
shippoden,1300,1,Will Gavin Newsom win the 2028 US Presidential Election?,73440,0.2,0.18,0.19,3,1500,0.087,-52,11,3,0.273,1,1500,468,17400,,0,0,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-us-presidential-election,
0xC4F13a119E6f2...,1100,0,Will Russia capture Kostyantynivka by February 28?,73440,0.35,0.34,0.35,2,2200,0.3461,-72,2,1,1,1,2200,-72,6500,73440,0,1,1,0,,,,https://polymarket.com/market/will-russia-capture-kostyantynivka-by-february-28,
0xC4F13a119E6f2...,1100,0,Will Russia capture Kostyantynivka by February 28?,73440,0.34,0.34,0.35,2,2200,0.3461,-72,2,1,1,1,2200,-72,6500,73440,0,1,1,0,,,,https://polymarket.com/market/will-russia-capture-kostyantynivka-by-february-28,
gadigad,2000,1,Khamenei out as Supreme Leader of Iran by March 31?,73440,0.33,0.33,0.33,1,2000,0.3346,62,1,1,1,1,2100,62,6000,,0,0,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
Attilasoltani,2000,1,Will the Iranian regime fall before 2027?,73440,0.39,0.34,0.35,7,9100,0.3445,694,11,4,0.636,3,10400,662,26500,73440,0,1,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-the-end-of-2026,
Niki019,1600,1,Will the Iranian regime fall by March 31?,73440,0.23,0.15,0.18,3,1800,0.0566,-10,23,13,0.13,12,2600,-2800,31000,358560,285120,0.2048,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-march-31,
NSGneverstopgam...,5000,1,Will Trump acquire Greenland before 2027?,73440,0.15,0.15,0.15,1,5000,0.0936,-167,7,6,0.143,6,6700,-153,53400,,0,0,1,0,,,,https://polymarket.com/market/will-trump-acquire-greenland-before-2027,
X0NA40LP4u,1200,1,Opinion FDV above 1B one day after launch?,73440,0.68,0.68,0.68,1,1200,0.1317,-26,6,3,0.167,1,1100,31,8900,123840,50400,0.593,1,0,,,,https://polymarket.com/market/opinion-fdv-above-1b-one-day-after-launch,
Bcu5VaEBLW,1300,1,Opinion FDV above 1B one day after launch?,73440,0.68,0.68,0.68,1,1300,0.1479,-30,8,4,0.125,1,1300,88,9100,123840,50400,0.593,1,0,,,,https://polymarket.com/market/opinion-fdv-above-1b-one-day-after-launch,
KGHsOmxepx,1000,1,Opinion FDV above 1B one day after launch?,73440,0.68,0.68,0.68,1,1000,0.0947,-23,8,4,0.125,1,1000,2,10900,123840,50400,0.593,1,0,,,,https://polymarket.com/market/opinion-fdv-above-1b-one-day-after-launch,
0rg2AaMSKZ,1600,1,Opinion FDV above 1B one day after launch?,73440,0.68,0.68,0.68,1,1600,0.2159,-36,5,3,0.2,1,1600,325,7500,123840,50400,0.593,1,0,,,,https://polymarket.com/market/opinion-fdv-above-1b-one-day-after-launch,
0xf1C00Ba548503...,1100,1,Khamenei out as Supreme Leader of Iran by March 31?,73440,0.37,0.37,0.37,1,1100,0.1062,-104,3,3,0.333,3,3700,343,10400,,0,0,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
0xfc6dFE0cE7f39...,2500,1,Will the Iranian regime fall by March 31?,73440,0.25,0.17,0.21,3,5400,0.0638,-5,23,9,0.13,8,18100,2200,84300,76320,1440,0.9623,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-march-31,
0x3115E2e9272eE...,5000,0,Russia x Ukraine ceasefire by end of 2026?,73440,0.56,0.56,0.56,1,5000,0.3422,-134,2,2,0.5,2,9600,-390,14600,73440,0,1,1,0,,,,https://polymarket.com/market/russia-x-ukraine-ceasefire-before-2027,
0xfc6dFE0cE7f39...,2000,1,Will the Iranian regime fall by March 31?,73440,0.22,0.17,0.21,3,5400,0.0638,-5,23,9,0.13,8,18100,2200,84300,76320,1440,0.9623,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-march-31,
leratpace,1500,1,Will Sarah Knafo win the Paris mayor election?,73440,0.13,0.13,0.13,1,1500,0.039,-1000,10,8,0.1,5,458,-3200,38400,,0,0,0,0,,,,https://polymarket.com/market/will-sarah-knafo-win-the-paris-mayor-election,
0xfc6dFE0cE7f39...,1200,1,Will the Iranian regime fall by June 30?,73440,0.27,0.27,0.27,2,2500,0.0356,-60,19,8,0.105,7,14600,627,71500,76320,1440,0.9623,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-june-30,
HNBHNB11,2000,0,Opinion FDV above 1B one day after launch?,73440,0.32,0.33,0.31,13,5500,0.1088,83,18,2,0.722,1,5600,-82,50400,76320,2880,0.9623,1,0,,,,https://polymarket.com/market/opinion-fdv-above-1b-one-day-after-launch,
wuxm,1800,0,Will MetaMask launch a token by June 30?,73440,0.81,0.81,0.81,1,1800,0.4464,-79,2,2,0.5,1,1700,480,3900,228960,155520,0.3208,1,0,,,,https://polymarket.com/market/will-metamask-launch-a-token-by-june-30,
ninjagang,2000,1,Trove FDV above 20M one day after launch?,73440,0.62,0.6,0.61,2,4000,0.5667,-610,6,3,0.333,3,3500,-651,7100,73440,0,1,1,0,,,,https://polymarket.com/market/trove-fdv-above-20m-one-day-after-launch,
ninjagang,2000,1,Trove FDV above 20M one day after launch?,73440,0.6,0.6,0.61,2,4000,0.5667,-610,6,3,0.333,3,3500,-651,7100,73440,0,1,1,0,,,,https://polymarket.com/market/trove-fdv-above-20m-one-day-after-launch,
0xfc6dFE0cE7f39...,1300,1,Will the Iranian regime fall by June 30?,73440,0.27,0.27,0.27,2,2500,0.0356,-13,19,8,0.105,7,14600,627,71500,76320,1440,0.9623,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-june-30,
SaltandPepper,2500,1,Trove FDV above 40M one day after launch?,73440,0.49,0.37,0.43,2,3500,0.2485,-793,12,5,0.167,4,4000,-1300,14100,73440,0,1,1,0,,,,https://polymarket.com/market/trove-fdv-above-40m-one-day-after-launch,
ShinBet,1300,1,Will the Iranian regime fall by June 30?,73440,0.25,0.25,0.25,1,1300,0.0601,101,19,7,0.053,4,2500,-439,20900,360000,285120,0.204,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-june-30,
